"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 13, 2013","46.92","46.92","46.92","46.92","0","5.94"
"Mar 14, 2013","47.17","47.17","47.17","47.17","0","0.53"
"Mar 15, 2013","46.95","46.95","46.95","46.95","0","-0.47"
"Mar 16, 2013","47.00","47.00","47.00","47.00","0","0.11"
"Mar 17, 2013","47.40","47.40","47.40","47.40","0","0.85"
"Mar 18, 2013","51.60","51.60","51.60","51.60","0","8.86"
"Mar 19, 2013","59.14","59.14","59.14","59.14","0","14.61"
"Mar 20, 2013","64.49","64.49","64.49","64.49","0","9.05"
"Mar 21, 2013","70.85","70.85","70.85","70.85","0","9.86"
"Mar 22, 2013","69.86","69.86","69.86","69.86","0","-1.40"
"Mar 23, 2013","64.35","64.35","64.35","64.35","0","-7.89"
"Mar 24, 2013","71.50","71.50","71.50","71.50","0","11.11"
"Mar 25, 2013","73.60","73.60","73.60","73.60","0","2.94"
"Mar 26, 2013","78.50","78.50","78.50","78.50","0","6.66"
"Mar 27, 2013","88.92","88.92","88.92","88.92","0","13.27"
"Mar 28, 2013","86.18","86.18","86.18","86.18","0","-3.08"
"Mar 29, 2013","90.50","90.50","90.50","90.50","0","5.01"
"Mar 30, 2013","92.19","92.19","92.19","92.19","0","1.87"
"Mar 31, 2013","93.03","93.03","93.03","93.03","0","0.91"
"Apr 01, 2013","104.00","104.00","104.00","104.00","0","11.79"
"Apr 02, 2013","117.98","117.98","117.98","117.98","0","13.44"
"Apr 03, 2013","135.00","135.00","135.00","135.00","0","14.43"
"Apr 04, 2013","132.12","132.12","132.12","132.12","0","-2.13"
"Apr 05, 2013","142.32","142.32","142.32","142.32","0","7.72"
"Apr 06, 2013","142.63","142.63","142.63","142.63","0","0.22"
"Apr 07, 2013","162.30","162.30","162.30","162.30","0","13.79"
"Apr 08, 2013","187.50","187.50","187.50","187.50","0","15.53"
"Apr 09, 2013","230.00","230.00","230.00","230.00","0","22.67"
"Apr 10, 2013","165.00","165.00","165.00","165.00","0","-28.26"
"Apr 11, 2013","124.90","124.90","124.90","124.90","0","-24.30"
"Apr 12, 2013","117.00","117.00","117.00","117.00","0","-6.33"
"Apr 13, 2013","93.00","93.00","93.00","93.00","0","-20.51"
"Apr 14, 2013","90.00","90.00","90.00","90.00","0","-3.23"
"Apr 15, 2013","82.39","82.39","82.39","82.39","0","-8.46"
"Apr 16, 2013","68.36","68.36","68.36","68.36","0","-17.03"
"Apr 17, 2013","93.07","93.07","93.07","93.07","0","36.15"
"Apr 18, 2013","109.01","109.01","109.01","109.01","0","17.13"
"Apr 19, 2013","118.48","118.48","118.48","118.48","0","8.69"
"Apr 20, 2013","126.62","126.62","126.62","126.62","0","6.87"
"Apr 21, 2013","119.20","119.20","119.20","119.20","0","-5.86"
"Apr 22, 2013","127.40","127.40","127.40","127.40","0","6.88"
"Apr 23, 2013","143.47","143.47","143.47","143.47","0","12.61"
"Apr 24, 2013","154.20","154.20","154.20","154.20","0","7.48"
"Apr 25, 2013","141.71","141.71","141.71","141.71","0","-8.10"
"Apr 26, 2013","136.90","136.90","136.90","136.90","0","-3.39"
"Apr 27, 2013","128.00","128.00","128.00","128.00","0","-6.50"
"Apr 28, 2013","134.44","134.44","134.44","134.44","0","5.03"
"Apr 29, 2013","144.00","144.00","144.00","144.00","0","7.11"
"Apr 30, 2013","139.23","139.23","139.23","139.23","0","-3.31"
"May 01, 2013","116.38","116.38","116.38","116.38","0","-16.41"
"May 02, 2013","106.25","106.25","106.25","106.25","0","-8.70"
"May 03, 2013","98.10","98.10","98.10","98.10","0","-7.67"
"May 04, 2013","112.90","112.90","112.90","112.90","0","15.09"
"May 05, 2013","115.98","115.98","115.98","115.98","0","2.73"
"May 06, 2013","112.25","112.25","112.25","112.25","0","-3.22"
"May 07, 2013","109.60","109.60","109.60","109.60","0","-2.36"
"May 08, 2013","113.20","113.20","113.20","113.20","0","3.28"
"May 09, 2013","112.80","112.80","112.80","112.80","0","-0.35"
"May 10, 2013","117.70","117.70","117.70","117.70","0","4.34"
"May 11, 2013","115.64","115.64","115.64","115.64","0","-1.75"
"May 12, 2013","114.82","114.82","114.82","114.82","0","-0.71"
"May 13, 2013","117.98","117.98","117.98","117.98","0","2.75"
"May 14, 2013","111.40","111.40","111.40","111.40","0","-5.58"
"May 15, 2013","114.22","114.22","114.22","114.22","0","2.53"
"May 16, 2013","118.21","118.21","118.21","118.21","0","3.49"
"May 17, 2013","123.50","123.50","123.50","123.50","0","4.48"
"May 18, 2013","123.21","123.21","123.21","123.21","0","-0.23"
"May 19, 2013","122.50","122.50","122.50","122.50","0","-0.58"
"May 20, 2013","122.02","122.02","122.02","122.02","0","-0.39"
"May 21, 2013","122.89","122.89","122.89","122.89","0","0.71"
"May 22, 2013","123.80","123.80","123.80","123.80","0","0.74"
"May 23, 2013","126.30","126.30","126.30","126.30","0","2.02"
"May 24, 2013","133.10","133.10","133.10","133.10","0","5.38"
"May 25, 2013","131.99","131.99","131.99","131.99","0","-0.83"
"May 26, 2013","133.50","133.50","133.50","133.50","0","1.14"
"May 27, 2013","129.77","129.77","129.77","129.77","0","-2.79"
"May 28, 2013","129.00","129.00","129.00","129.00","0","-0.59"
"May 29, 2013","132.25","132.25","132.25","132.25","0","2.52"
"May 30, 2013","128.80","128.80","128.80","128.80","0","-2.61"
"May 31, 2013","128.82","128.82","128.82","128.82","0","0.02"
"Jun 01, 2013","129.30","129.30","129.30","129.30","0","0.37"
"Jun 02, 2013","122.50","122.50","122.50","122.50","0","-5.26"
"Jun 03, 2013","120.74","120.74","120.74","120.74","0","-1.44"
"Jun 04, 2013","121.40","121.40","121.40","121.40","0","0.55"
"Jun 05, 2013","121.90","121.90","121.90","121.90","0","0.41"
"Jun 06, 2013","118.97","118.97","118.97","118.97","0","-2.40"
"Jun 07, 2013","111.00","111.00","111.00","111.00","0","-6.70"
"Jun 08, 2013","107.89","107.89","107.89","107.89","0","-2.80"
"Jun 09, 2013","100.44","100.44","100.44","100.44","0","-6.91"
"Jun 10, 2013","106.35","106.35","106.35","106.35","0","5.88"
"Jun 11, 2013","109.00","109.00","109.00","109.00","0","2.49"
"Jun 12, 2013","108.78","108.78","108.78","108.78","0","-0.20"
"Jun 13, 2013","103.95","103.95","103.95","103.95","0","-4.44"
"Jun 14, 2013","100.00","100.00","100.00","100.00","0","-3.80"
"Jun 15, 2013","99.80","99.80","99.80","99.80","0","-0.20"
"Jun 16, 2013","99.90","99.90","99.90","99.90","0","0.10"
"Jun 17, 2013","101.95","101.95","101.95","101.95","0","2.05"
"Jun 18, 2013","107.35","107.35","107.35","107.35","0","5.30"
"Jun 19, 2013","108.25","108.25","108.25","108.25","0","0.84"
"Jun 20, 2013","111.29","111.29","111.29","111.29","0","2.81"
"Jun 21, 2013","109.50","109.50","109.50","109.50","0","-1.61"
"Jun 22, 2013","108.20","108.20","108.20","108.20","0","-1.19"
"Jun 23, 2013","107.90","107.90","107.90","107.90","0","-0.28"
"Jun 24, 2013","102.09","102.09","102.09","102.09","0","-5.38"
"Jun 25, 2013","103.33","103.33","103.33","103.33","0","1.21"
"Jun 26, 2013","104.00","104.00","104.00","104.00","0","0.65"
"Jun 27, 2013","101.74","101.74","101.74","101.74","0","-2.17"
"Jun 28, 2013","94.66","94.66","94.66","94.66","0","-6.96"
"Jun 29, 2013","95.00","95.00","95.00","95.00","0","0.36"
"Jun 30, 2013","97.51","97.51","97.51","97.51","0","2.64"
"Jul 01, 2013","84.61","84.61","84.61","84.61","0","-13.23"
"Jul 02, 2013","87.66","87.66","87.66","87.66","0","3.60"
"Jul 03, 2013","76.89","76.89","76.89","76.89","0","-12.29"
"Jul 04, 2013","77.68","77.68","77.68","77.68","0","1.03"
"Jul 05, 2013","66.34","66.34","66.34","66.34","0","-14.60"
"Jul 06, 2013","66.85","66.85","66.85","66.85","0","0.77"
"Jul 07, 2013","72.51","72.51","72.51","72.51","0","8.47"
"Jul 08, 2013","74.56","74.56","74.56","74.56","0","2.83"
"Jul 09, 2013","74.22","74.22","74.22","74.22","0","-0.46"
"Jul 10, 2013","84.51","84.51","84.51","84.51","0","13.86"
"Jul 11, 2013","91.22","91.22","91.22","91.22","0","7.94"
"Jul 12, 2013","88.46","88.46","88.46","88.46","0","-3.03"
"Jul 13, 2013","91.39","91.39","91.39","91.39","0","3.31"
"Jul 14, 2013","90.37","90.37","90.37","90.37","0","-1.12"
"Jul 15, 2013","93.14","93.14","93.14","93.14","0","3.07"
"Jul 16, 2013","92.74","92.74","92.74","92.74","0","-0.43"
"Jul 17, 2013","90.54","90.54","90.54","90.54","0","-2.37"
"Jul 18, 2013","85.43","85.43","85.43","85.43","0","-5.64"
"Jul 19, 2013","85.78","85.78","85.78","85.78","0","0.41"
"Jul 20, 2013","85.67","85.67","85.67","85.67","0","-0.13"
"Jul 21, 2013","85.47","85.47","85.47","85.47","0","-0.23"
"Jul 22, 2013","86.09","86.09","86.09","86.09","0","0.73"
"Jul 23, 2013","86.94","86.94","86.94","86.94","0","0.99"
"Jul 24, 2013","87.46","87.46","87.46","87.46","0","0.60"
"Jul 25, 2013","89.41","89.41","89.41","89.41","0","2.23"
"Jul 26, 2013","90.63","90.63","90.63","90.63","0","1.36"
"Jul 27, 2013","89.10","89.10","89.10","89.10","0","-1.69"
"Jul 28, 2013","92.10","92.10","92.10","92.10","0","3.37"
"Jul 29, 2013","93.30","93.30","93.30","93.30","0","1.30"
"Jul 30, 2013","96.31","96.31","96.31","96.31","0","3.23"
"Jul 31, 2013","97.91","97.91","97.91","97.91","0","1.66"
"Aug 01, 2013","96.42","96.42","96.42","96.42","0","-1.52"
"Aug 02, 2013","97.24","97.24","97.24","97.24","0","0.85"
"Aug 03, 2013","96.66","96.66","96.66","96.66","0","-0.60"
"Aug 04, 2013","96.60","96.60","96.60","96.60","0","-0.06"
"Aug 05, 2013","96.92","96.92","96.92","96.92","0","0.33"
"Aug 06, 2013","97.13","97.13","97.13","97.13","0","0.22"
"Aug 07, 2013","96.92","96.92","96.92","96.92","0","-0.22"
"Aug 08, 2013","94.77","94.77","94.77","94.77","0","-2.22"
"Aug 09, 2013","93.36","93.36","93.36","93.36","0","-1.49"
"Aug 10, 2013","93.29","93.29","93.29","93.29","0","-0.07"
"Aug 11, 2013","94.16","94.16","94.16","94.16","0","0.93"
"Aug 12, 2013","95.08","95.08","95.08","95.08","0","0.98"
"Aug 13, 2013","97.90","97.90","97.90","97.90","0","2.97"
"Aug 14, 2013","97.96","97.96","97.96","97.96","0","0.06"
"Aug 15, 2013","97.54","97.54","97.54","97.54","0","-0.43"
"Aug 16, 2013","98.33","98.33","98.33","98.33","0","0.81"
"Aug 17, 2013","99.56","99.56","99.56","99.56","0","1.25"
"Aug 18, 2013","98.84","98.84","98.84","98.84","0","-0.72"
"Aug 19, 2013","102.30","102.30","102.30","102.30","0","3.50"
"Aug 20, 2013","105.01","105.01","105.01","105.01","0","2.65"
"Aug 21, 2013","111.44","111.44","111.44","111.44","0","6.12"
"Aug 22, 2013","109.73","109.73","109.73","109.73","0","-1.53"
"Aug 23, 2013","107.55","107.55","107.55","107.55","0","-1.99"
"Aug 24, 2013","108.69","108.69","108.69","108.69","0","1.06"
"Aug 25, 2013","111.79","111.79","111.79","111.79","0","2.85"
"Aug 26, 2013","112.23","112.23","112.23","112.23","0","0.39"
"Aug 27, 2013","117.45","117.45","117.45","117.45","0","4.65"
"Aug 28, 2013","117.59","117.59","117.59","117.59","0","0.12"
"Aug 29, 2013","117.52","117.52","117.52","117.52","0","-0.06"
"Aug 30, 2013","123.23","123.23","123.23","123.23","0","4.86"
"Aug 31, 2013","129.46","129.46","129.46","129.46","0","5.06"
"Sep 01, 2013","128.26","128.26","128.26","128.26","0","-0.93"
"Sep 02, 2013","127.36","127.36","127.36","127.36","0","-0.70"
"Sep 03, 2013","127.59","127.59","127.59","127.59","0","0.18"
"Sep 04, 2013","120.57","120.57","120.57","120.57","0","-5.50"
"Sep 05, 2013","120.53","120.53","120.53","120.53","0","-0.03"
"Sep 06, 2013","116.32","116.32","116.32","116.32","0","-3.49"
"Sep 07, 2013","119.05","119.05","119.05","119.05","0","2.35"
"Sep 08, 2013","116.59","116.59","116.59","116.59","0","-2.07"
"Sep 09, 2013","120.02","120.02","120.02","120.02","0","2.94"
"Sep 10, 2013","121.46","121.46","121.46","121.46","0","1.20"
"Sep 11, 2013","125.45","125.45","125.45","125.45","0","3.29"
"Sep 12, 2013","125.76","125.76","125.76","125.76","0","0.25"
"Sep 13, 2013","126.51","126.51","126.51","126.51","0","0.60"
"Sep 14, 2013","124.08","124.08","124.08","124.08","0","-1.92"
"Sep 15, 2013","124.58","124.58","124.58","124.58","0","0.40"
"Sep 16, 2013","125.06","125.06","125.06","125.06","0","0.39"
"Sep 17, 2013","125.97","125.97","125.97","125.97","0","0.73"
"Sep 18, 2013","126.30","126.30","126.30","126.30","0","0.26"
"Sep 19, 2013","124.19","124.19","124.19","124.19","0","-1.67"
"Sep 20, 2013","122.90","122.90","122.90","122.90","0","-1.04"
"Sep 21, 2013","122.64","122.64","122.64","122.64","0","-0.21"
"Sep 22, 2013","122.65","122.65","122.65","122.65","0","0.01"
"Sep 23, 2013","122.22","122.22","122.22","122.22","0","-0.35"
"Sep 24, 2013","122.54","122.54","122.54","122.54","0","0.26"
"Sep 25, 2013","123.42","123.42","123.42","123.42","0","0.72"
"Sep 26, 2013","123.48","123.48","123.48","123.48","0","0.05"
"Sep 27, 2013","123.50","123.50","123.50","123.50","0","0.02"
"Sep 28, 2013","124.75","124.75","124.75","124.75","0","1.01"
"Sep 29, 2013","125.18","125.18","125.18","125.18","0","0.34"
"Sep 30, 2013","123.10","123.10","123.10","123.10","0","-1.66"
"Oct 01, 2013","125.49","125.49","125.49","125.49","0","1.94"
"Oct 02, 2013","99.81","99.81","99.81","99.81","0","-20.46"
"Oct 03, 2013","116.82","116.82","116.82","116.82","0","17.04"
"Oct 04, 2013","121.29","121.29","121.29","121.29","0","3.83"
"Oct 05, 2013","121.14","121.14","121.14","121.14","0","-0.12"
"Oct 06, 2013","121.68","121.68","121.68","121.68","0","0.45"
"Oct 07, 2013","123.24","123.24","123.24","123.24","0","1.28"
"Oct 08, 2013","124.32","124.32","124.32","124.32","0","0.88"
"Oct 09, 2013","125.84","125.84","125.84","125.84","0","1.22"
"Oct 10, 2013","125.70","125.70","125.70","125.70","0","-0.11"
"Oct 11, 2013","125.51","125.51","125.51","125.51","0","-0.15"
"Oct 12, 2013","126.52","126.52","126.52","126.52","0","0.80"
"Oct 13, 2013","130.42","130.42","130.42","130.42","0","3.08"
"Oct 14, 2013","133.04","133.04","133.04","133.04","0","2.01"
"Oct 15, 2013","138.64","138.64","138.64","138.64","0","4.21"
"Oct 16, 2013","137.42","137.42","137.42","137.42","0","-0.88"
"Oct 17, 2013","142.73","142.73","142.73","142.73","0","3.86"
"Oct 18, 2013","149.59","149.59","149.59","149.59","0","4.81"
"Oct 19, 2013","159.81","159.81","159.81","159.81","0","6.83"
"Oct 20, 2013","163.06","163.06","163.06","163.06","0","2.03"
"Oct 21, 2013","174.18","174.18","174.18","174.18","0","6.82"
"Oct 22, 2013","183.86","183.86","183.86","183.86","0","5.56"
"Oct 23, 2013","200.62","200.62","200.62","200.62","0","9.12"
"Oct 24, 2013","183.15","183.15","183.15","183.15","0","-8.71"
"Oct 25, 2013","178.12","178.12","178.12","178.12","0","-2.75"
"Oct 26, 2013","175.90","175.90","175.90","175.90","0","-1.25"
"Oct 27, 2013","185.69","185.69","185.69","185.69","0","5.57"
"Oct 28, 2013","187.87","187.87","187.87","187.87","0","1.17"
"Oct 29, 2013","198.19","198.19","198.19","198.19","0","5.49"
"Oct 30, 2013","194.55","194.55","194.55","194.55","0","-1.84"
"Oct 31, 2013","198.23","198.23","198.23","198.23","0","1.89"
"Nov 01, 2013","198.51","198.51","198.51","198.51","0","0.14"
"Nov 02, 2013","200.85","200.85","200.85","200.85","0","1.18"
"Nov 03, 2013","207.63","207.63","207.63","207.63","0","3.38"
"Nov 04, 2013","225.20","225.20","225.20","225.20","0","8.46"
"Nov 05, 2013","239.29","239.29","239.29","239.29","0","6.26"
"Nov 06, 2013","253.69","253.69","253.69","253.69","0","6.02"
"Nov 07, 2013","283.30","283.30","283.30","283.30","0","11.67"
"Nov 08, 2013","323.77","323.77","323.77","323.77","0","14.29"
"Nov 09, 2013","336.14","336.14","336.14","336.14","0","3.82"
"Nov 10, 2013","311.90","311.90","311.90","311.90","0","-7.21"
"Nov 11, 2013","338.57","342.84","342.84","328.85","0.11K","8.55"
"Nov 12, 2013","350.16","343.26","355.26","341.88","0.06K","3.42"
"Nov 13, 2013","387.73","366.81","387.73","356.36","0.10K","10.73"
"Nov 14, 2013","418.00","396.21","419.50","393.69","0.20K","7.81"
"Nov 15, 2013","400.00","419.07","436.06","400.00","0.23K","-4.31"
"Nov 16, 2013","435.27","412.03","436.05","398.44","0.05K","8.82"
"Nov 17, 2013","473.27","435.87","473.27","435.87","0.03K","8.73"
"Nov 18, 2013","585.16","461.00","590.64","461.00","0.11K","23.64"
"Nov 19, 2013","599.00","600.00","690.89","418.36","0.06K","2.37"
"Nov 20, 2013","550.00","504.90","550.00","425.06","0.02K","-8.18"
"Nov 21, 2013","700.00","587.00","700.00","580.00","0.08K","27.27"
"Nov 22, 2013","760.00","680.00","760.00","680.00","0.03K","8.57"
"Nov 23, 2013","842.20","800.20","842.20","769.92","0.05K","10.82"
"Nov 24, 2013","813.72","746.86","813.72","746.86","0","-3.38"
"Nov 25, 2013","782.77","785.93","789.02","782.77","0.02K","-3.80"
"Nov 26, 2013","849.57","790.24","849.57","778.00","0.05K","8.53"
"Nov 27, 2013","948.00","863.90","948.87","855.00","0.34K","11.59"
"Nov 28, 2013","1,010.00","955.00","1,031.09","943.86","0.14K","6.54"
"Nov 29, 2013","1,107.51","1,030.00","1,124.36","1,030.00","0.43K","9.65"
"Nov 30, 2013","1,112.35","1,105.08","1,115.00","1,103.14","0.33K","0.44"
"Dec 01, 2013","955.00","998.06","998.06","903.00","0.06K","-14.15"
"Dec 02, 2013","998.07","997.87","1,031.09","960.00","0.20K","4.51"
"Dec 03, 2013","1,047.98","1,047.98","1,047.98","1,047.98","0.08K","5.00"
"Dec 04, 2013","1,145.00","1,065.46","1,149.50","1,065.46","0.03K","9.26"
"Dec 05, 2013","1,030.58","1,129.80","1,135.00","866.02","0.12K","-9.99"
"Dec 06, 2013","872.56","1,028.15","1,028.15","845.41","0.24K","-15.33"
"Dec 07, 2013","800.57","833.26","1,200.00","632.32","0.66K","-8.25"
"Dec 08, 2013","730.00","717.13","758.47","682.22","0.03K","-8.82"
"Dec 09, 2013","935.79","871.40","945.02","849.42","0.05K","28.19"
"Dec 10, 2013","1,023.00","967.18","1,030.44","958.46","0.08K","9.32"
"Dec 11, 2013","921.78","1,005.59","1,005.59","890.66","0.04K","-9.89"
"Dec 12, 2013","900.53","878.90","915.00","878.90","0.01K","-2.31"
"Dec 13, 2013","912.55","911.00","954.00","909.08","0.11K","1.34"
"Dec 14, 2013","897.95","904.00","909.73","889.01","0.02K","-1.60"
"Dec 15, 2013","864.87","891.23","891.23","850.00","0.11K","-3.68"
"Dec 16, 2013","704.77","896.76","896.76","699.55","0.13K","-18.51"
"Dec 17, 2013","731.94","712.17","759.83","643.93","0.18K","3.86"
"Dec 18, 2013","551.38","668.84","668.84","408.74","1.38K","-24.67"
"Dec 19, 2013","702.03","545.59","716.43","521.00","0.37K","27.32"
"Dec 20, 2013","599.00","702.03","731.96","599.00","0.53K","-14.68"
"Dec 21, 2013","607.68","655.41","656.69","589.00","0.19K","1.45"
"Dec 22, 2013","622.10","590.00","669.62","590.00","0.13K","2.37"
"Dec 23, 2013","640.37","650.18","653.20","640.37","0.08K","2.94"
"Dec 24, 2013","647.33","661.96","668.75","646.82","0.11K","1.09"
"Dec 26, 2013","740.00","680.00","741.32","680.00","0.19K","14.31"
"Dec 27, 2013","718.89","757.53","757.75","708.98","0.18K","-2.85"
"Dec 28, 2013","701.00","726.00","732.00","701.00","0.14K","-2.49"
"Dec 29, 2013","714.29","710.66","714.29","710.66","0.01K","1.90"
"Dec 30, 2013","737.24","735.00","740.00","730.21","0.13K","3.21"
"Dec 31, 2013","727.71","731.50","731.50","715.72","0.08K","-1.29"
"Jan 01, 2014","740.30","740.00","757.00","733.53","0.01K","1.73"
"Jan 02, 2014","775.00","746.22","775.00","740.18","0.13K","4.69"
"Jan 03, 2014","812.05","801.00","812.05","801.00","0","4.78"
"Jan 04, 2014","801.84","806.50","806.50","801.84","0.01K","-1.26"
"Jan 05, 2014","904.00","839.46","904.00","839.46","0.02K","12.74"
"Jan 06, 2014","934.55","910.00","950.00","900.00","0.10K","3.38"
"Jan 07, 2014","791.00","928.69","928.69","791.00","0.10K","-15.36"
"Jan 08, 2014","828.54","781.00","838.05","771.00","0.14K","4.75"
"Jan 09, 2014","850.00","833.72","850.00","794.93","0.29K","2.59"
"Jan 10, 2014","834.75","832.98","834.75","832.98","0.00K","-1.79"
"Jan 11, 2014","896.88","899.00","900.27","895.00","0.01K","7.44"
"Jan 12, 2014","888.10","892.00","892.00","888.10","0.00K","-0.98"
"Jan 13, 2014","818.40","846.59","857.28","818.40","0.06K","-7.85"
"Jan 14, 2014","826.85","827.84","833.41","815.12","0.14K","1.03"
"Jan 15, 2014","839.73","835.55","842.19","833.74","0.05K","1.56"
"Jan 16, 2014","824.00","847.06","847.06","822.42","0.20K","-1.87"
"Jan 17, 2014","789.00","820.00","820.69","789.00","0.07K","-4.25"
"Jan 18, 2014","800.00","810.00","815.00","799.00","0.15K","1.39"
"Jan 19, 2014","830.00","819.00","830.00","814.23","0.14K","3.75"
"Jan 20, 2014","823.35","831.01","831.01","795.23","0.15K","-0.80"
"Jan 21, 2014","810.00","810.00","824.72","794.21","0.37K","-1.62"
"Jan 22, 2014","807.00","807.00","807.00","807.00","0.00K","-0.37"
"Jan 23, 2014","816.21","819.00","820.00","804.28","0.26K","1.14"
"Jan 24, 2014","781.87","800.00","800.00","773.18","0.36K","-4.21"
"Jan 25, 2014","810.00","795.83","810.00","789.44","0.23K","3.60"
"Jan 26, 2014","809.65","804.18","823.92","731.00","0.15K","-0.04"
"Jan 27, 2014","760.29","810.94","810.94","757.00","0.74K","-6.10"
"Jan 28, 2014","795.00","779.78","812.04","770.00","0.56K","4.57"
"Jan 29, 2014","800.00","788.99","800.00","783.57","0.13K","0.63"
"Jan 30, 2014","803.95","794.37","803.95","785.37","0.27K","0.49"
"Jan 31, 2014","800.00","801.67","803.29","791.80","0.22K","-0.49"
"Feb 01, 2014","814.65","801.93","814.65","801.93","0.01K","1.83"
"Feb 03, 2014","810.00","806.78","814.12","801.67","0.14K","-0.57"
"Feb 04, 2014","813.00","810.80","813.23","808.27","0.12K","0.37"
"Feb 05, 2014","791.00","807.00","808.00","791.00","0.33K","-2.71"
"Feb 06, 2014","771.55","793.00","793.00","768.00","0.16K","-2.46"
"Feb 07, 2014","720.00","750.27","755.05","677.00","0.28K","-6.68"
"Feb 08, 2014","690.00","700.00","716.45","690.00","0.05K","-4.17"
"Feb 09, 2014","710.00","702.59","720.00","702.59","0.10K","2.90"
"Feb 10, 2014","706.32","720.00","739.00","642.00","0.11K","-0.52"
"Feb 11, 2014","658.87","739.00","761.66","653.26","0.13K","-6.72"
"Feb 12, 2014","685.00","691.13","691.13","650.00","0.06K","3.97"
"Feb 13, 2014","634.26","671.94","671.94","630.00","0.04K","-7.41"
"Feb 14, 2014","682.00","622.00","724.00","565.20","0.46K","7.53"
"Feb 15, 2014","653.38","652.89","655.69","650.00","0.02K","-4.20"
"Feb 16, 2014","608.00","650.00","650.00","608.00","0.11K","-6.95"
"Feb 17, 2014","663.85","626.00","663.85","626.00","0.03K","9.19"
"Feb 18, 2014","628.00","660.00","660.00","622.00","0.05K","-5.40"
"Feb 19, 2014","630.41","634.18","637.99","628.00","0.10K","0.38"
"Feb 20, 2014","578.88","633.00","633.00","574.81","0.04K","-8.17"
"Feb 21, 2014","568.00","565.20","591.50","548.51","0.06K","-1.88"
"Feb 22, 2014","595.22","587.61","602.77","563.74","0.00K","4.79"
"Feb 23, 2014","619.00","597.73","624.05","597.73","0.02K","4.00"
"Feb 24, 2014","562.43","597.27","597.27","562.43","0.01K","-9.14"
"Feb 25, 2014","515.00","554.00","567.00","425.00","1.91K","-8.43"
"Feb 26, 2014","582.00","548.67","594.47","544.00","0.72K","13.01"
"Feb 27, 2014","579.00","592.53","592.53","565.72","0.01K","-0.52"
"Feb 28, 2014","565.00","575.48","590.30","544.89","0.34K","-2.42"
"Mar 01, 2014","568.21","565.00","571.77","560.00","0.06K","0.57"
"Mar 02, 2014","560.62","570.90","583.49","560.00","0.01K","-1.34"
"Mar 03, 2014","658.00","571.50","685.00","569.74","0.67K","17.37"
"Mar 04, 2014","668.00","654.72","675.00","652.62","0.47K","1.52"
"Mar 05, 2014","675.00","658.00","675.80","658.00","0.49K","1.05"
"Mar 06, 2014","663.00","673.44","675.00","657.00","0.96K","-1.78"
"Mar 07, 2014","621.00","663.00","663.00","614.00","0.76K","-6.33"
"Mar 08, 2014","614.14","621.00","621.00","600.25","0.06K","-1.11"
"Mar 09, 2014","621.00","610.48","621.00","609.37","0.05K","1.12"
"Mar 10, 2014","615.00","621.00","621.00","612.84","0.12K","-0.97"
"Mar 11, 2014","615.00","615.00","615.00","613.50","0.05K","0.00"
"Mar 12, 2014","650.00","615.00","650.00","615.00","0.86K","5.69"
"Mar 13, 2014","641.99","633.51","645.14","633.51","0.04K","-1.23"
"Mar 14, 2014","630.00","632.93","638.97","630.00","0.56K","-1.87"
"Mar 15, 2014","641.64","636.89","641.64","636.89","0.00K","1.85"
"Mar 16, 2014","635.01","640.10","640.10","635.01","0.04K","-1.03"
"Mar 17, 2014","624.33","635.00","635.70","624.00","0.60K","-1.68"
"Mar 18, 2014","618.37","623.08","623.89","610.89","0.49K","-0.95"
"Mar 19, 2014","611.00","622.90","622.92","611.00","0.11K","-1.19"
"Mar 20, 2014","583.48","610.00","639.21","583.48","0.49K","-4.50"
"Mar 21, 2014","568.80","581.00","605.42","568.80","0.70K","-2.52"
"Mar 22, 2014","560.00","560.00","562.86","550.00","0.01K","-1.55"
"Mar 23, 2014","566.20","570.30","570.30","566.20","0.01K","1.11"
"Mar 24, 2014","590.00","560.38","590.00","552.00","0.35K","4.20"
"Mar 25, 2014","582.01","586.58","586.66","579.10","0.31K","-1.35"
"Mar 26, 2014","595.00","580.00","595.00","570.00","0.54K","2.23"
"Mar 27, 2014","498.53","582.40","589.33","498.53","0.24K","-16.21"
"Mar 28, 2014","497.44","525.00","525.00","490.00","0.23K","-0.22"
"Mar 29, 2014","491.92","506.17","507.00","490.98","0.02K","-1.11"
"Mar 30, 2014","464.10","493.01","493.01","440.35","0.14K","-5.66"
"Mar 31, 2014","452.00","478.60","485.00","443.13","0.08K","-2.61"
"Apr 01, 2014","482.83","460.32","486.00","451.44","0.94K","6.82"
"Apr 02, 2014","443.33","479.18","490.51","435.79","0.95K","-8.18"
"Apr 03, 2014","448.78","440.61","462.05","422.00","0.68K","1.23"
"Apr 04, 2014","449.99","441.50","458.13","434.17","0.31K","0.27"
"Apr 05, 2014","460.80","453.00","460.80","445.19","0.04K","2.40"
"Apr 06, 2014","453.69","463.30","463.30","453.69","0.01K","-1.54"
"Apr 07, 2014","454.20","460.21","463.62","445.00","0.25K","0.11"
"Apr 08, 2014","448.75","454.50","458.25","448.75","0.15K","-1.20"
"Apr 09, 2014","442.50","454.97","454.97","440.00","0.35K","-1.39"
"Apr 10, 2014","370.00","440.24","440.24","370.00","0.91K","-16.38"
"Apr 11, 2014","416.26","355.00","427.00","325.00","2.04K","12.50"
