"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 12, 2014","415.00","417.75","430.00","412.00","0.07K","-0.30"
"Apr 13, 2014","404.22","415.00","415.00","404.22","0.11K","-2.60"
"Apr 14, 2014","459.00","403.15","464.00","403.15","0.73K","13.55"
"Apr 15, 2014","515.00","453.36","515.00","453.36","0.75K","12.20"
"Apr 16, 2014","522.25","510.00","522.79","499.00","0.76K","1.41"
"Apr 17, 2014","500.71","519.55","522.25","491.00","0.35K","-4.12"
"Apr 18, 2014","490.54","499.39","504.37","483.57","0.42K","-2.03"
"Apr 19, 2014","505.00","488.17","510.00","484.71","0.04K","2.95"
"Apr 20, 2014","512.45","510.00","512.45","510.00","0.15K","1.48"
"Apr 21, 2014","497.00","509.00","510.00","495.77","0.66K","-3.01"
"Apr 22, 2014","488.00","499.50","501.00","488.00","0.22K","-1.81"
"Apr 23, 2014","490.21","494.86","494.86","480.00","0.50K","0.45"
"Apr 24, 2014","497.50","486.00","497.50","480.00","0.49K","1.49"
"Apr 25, 2014","460.00","493.08","494.37","446.22","0.43K","-7.54"
"Apr 26, 2014","459.00","467.35","470.49","453.86","0.04K","-0.22"
"Apr 27, 2014","441.45","460.00","460.50","441.45","0.07K","-3.82"
"Apr 28, 2014","448.00","434.00","448.00","433.00","0.86K","1.48"
"Apr 29, 2014","434.00","438.72","450.00","431.54","0.89K","-3.13"
"Apr 30, 2014","448.27","446.00","450.00","440.50","0.63K","3.29"
"May 01, 2014","459.00","450.81","463.00","450.78","0.93K","2.39"
"May 02, 2014","453.50","459.01","459.63","447.00","0.91K","-1.20"
"May 03, 2014","440.54","452.00","452.00","432.61","0.07K","-2.86"
"May 04, 2014","430.87","439.53","440.63","430.87","0.02K","-2.20"
"May 05, 2014","427.01","436.41","439.88","426.50","1.15K","-0.90"
"May 06, 2014","430.00","426.55","431.50","419.77","0.97K","0.70"
"May 07, 2014","438.00","430.00","448.72","425.89","0.85K","1.86"
"May 08, 2014","442.80","440.00","447.00","439.51","1.01K","1.10"
"May 09, 2014","446.00","440.00","452.01","439.49","1.16K","0.72"
"May 10, 2014","451.10","452.00","452.25","449.10","0.59K","1.14"
"May 11, 2014","432.00","449.63","449.63","430.55","0.46K","-4.23"
"May 12, 2014","440.00","434.55","441.00","433.00","1.22K","1.85"
"May 13, 2014","437.25","439.00","439.00","433.68","1.26K","-0.63"
"May 14, 2014","444.00","437.25","444.00","432.00","1.55K","1.54"
"May 15, 2014","441.99","440.00","442.00","438.00","0.22K","-0.45"
"May 16, 2014","442.28","442.00","443.00","442.00","0.48K","0.07"
"May 17, 2014","441.97","443.00","443.00","435.37","0.10K","-0.07"
"May 18, 2014","438.75","438.00","438.75","436.27","0.00K","-0.73"
"May 19, 2014","438.97","434.75","440.00","423.75","1.16K","0.05"
"May 20, 2014","475.95","440.00","480.00","440.00","1.84K","8.42"
"May 21, 2014","477.65","480.00","480.00","475.79","1.13K","0.36"
"May 22, 2014","502.30","476.55","507.00","475.75","1.64K","5.16"
"May 23, 2014","509.55","507.00","529.79","500.80","1.54K","1.44"
"May 24, 2014","502.30","500.00","505.00","500.00","0.63K","-1.42"
"May 25, 2014","566.15","507.83","572.00","507.83","0.57K","12.71"
"May 26, 2014","575.00","569.00","580.10","563.20","0.57K","1.56"
"May 27, 2014","570.00","575.59","580.02","557.66","1.22K","-0.87"
"May 28, 2014","577.01","570.00","580.04","563.41","1.02K","1.23"
"May 29, 2014","572.99","570.00","575.01","567.88","1.16K","-0.70"
"May 30, 2014","629.00","590.00","629.00","590.00","1.16K","9.78"
"May 31, 2014","635.60","621.00","635.60","618.62","0.91K","1.05"
"Jun 01, 2014","646.50","638.00","687.35","625.00","1.15K","1.71"
"Jun 02, 2014","669.50","647.06","675.00","623.94","1.18K","3.56"
"Jun 03, 2014","682.88","673.07","693.89","665.00","1.11K","2.00"
"Jun 04, 2014","652.29","681.25","681.25","640.00","1.26K","-4.48"
"Jun 05, 2014","663.25","651.83","670.00","650.00","0.99K","1.68"
"Jun 06, 2014","655.00","661.00","666.00","654.65","1.17K","-1.24"
"Jun 07, 2014","663.00","646.75","663.00","646.75","0.98K","1.22"
"Jun 08, 2014","662.35","664.85","668.20","660.00","0.62K","-0.10"
"Jun 09, 2014","653.73","663.93","663.93","653.00","1.20K","-1.30"
"Jun 10, 2014","653.64","653.97","663.00","647.00","0.99K","-0.01"
"Jun 11, 2014","637.10","657.25","657.25","637.10","1.09K","-2.53"
"Jun 12, 2014","590.01","636.00","640.10","569.09","1.23K","-7.39"
"Jun 13, 2014","582.59","586.93","615.58","570.00","2.15K","-1.26"
"Jun 14, 2014","554.37","584.00","584.48","545.33","1.20K","-4.84"
"Jun 15, 2014","571.00","565.00","571.78","549.31","1.11K","3.00"
"Jun 16, 2014","580.00","580.85","601.00","580.00","1.06K","1.58"
"Jun 17, 2014","614.25","578.85","614.25","577.02","1.14K","5.91"
"Jun 18, 2014","611.50","615.50","621.08","603.79","1.21K","-0.45"
"Jun 19, 2014","602.00","608.01","613.75","600.26","1.26K","-1.55"
"Jun 20, 2014","601.00","595.86","603.00","591.00","1.00K","-0.17"
"Jun 21, 2014","601.61","597.32","601.61","592.21","0.78K","0.10"
"Jun 22, 2014","607.80","605.00","620.00","605.00","0.78K","1.03"
"Jun 23, 2014","599.25","609.65","609.66","592.50","0.90K","-1.41"
"Jun 24, 2014","587.28","595.87","595.87","585.00","0.72K","-2.00"
"Jun 25, 2014","568.07","585.00","585.00","568.07","1.05K","-3.27"
"Jun 26, 2014","577.90","573.50","578.75","572.00","0.74K","1.73"
"Jun 27, 2014","606.18","582.73","606.18","582.00","2.41K","4.89"
"Jun 28, 2014","600.10","602.54","610.47","600.10","0.58K","-1.00"
"Jun 29, 2014","603.65","603.04","606.98","601.00","0.46K","0.59"
"Jun 30, 2014","640.01","605.53","646.00","605.53","1.71K","6.02"
"Jul 01, 2014","650.77","650.00","662.00","643.90","1.47K","1.68"
"Jul 02, 2014","647.90","650.58","654.91","641.00","1.16K","-0.44"
"Jul 03, 2014","643.62","649.46","652.00","640.72","0.81K","-0.66"
"Jul 04, 2014","632.24","649.98","650.00","628.51","0.57K","-1.77"
"Jul 05, 2014","630.00","635.00","636.00","630.00","0.50K","-0.35"
"Jul 06, 2014","633.25","634.60","636.81","630.49","0.45K","0.52"
"Jul 07, 2014","624.00","630.50","635.00","615.00","1.07K","-1.46"
"Jul 08, 2014","618.50","623.26","626.00","611.06","0.73K","-0.88"
"Jul 09, 2014","620.24","620.70","624.70","616.25","0.87K","0.28"
"Jul 10, 2014","610.00","618.50","620.00","608.50","1.24K","-1.65"
"Jul 11, 2014","625.50","610.00","625.50","609.91","0.70K","2.54"
"Jul 12, 2014","626.00","625.07","630.00","623.00","0.74K","0.08"
"Jul 13, 2014","624.00","626.00","626.00","621.51","0.80K","-0.32"
"Jul 14, 2014","622.40","621.72","624.00","616.00","1.01K","-0.26"
"Jul 15, 2014","620.87","621.33","624.00","617.90","0.94K","-0.25"
"Jul 16, 2014","621.04","620.00","631.68","614.04","1.20K","0.03"
"Jul 17, 2014","627.60","622.00","631.14","619.00","2.89K","1.06"
"Jul 18, 2014","627.46","626.41","627.46","616.75","1.02K","-0.02"
"Jul 19, 2014","625.25","627.17","627.17","618.00","1.26K","-0.35"
"Jul 20, 2014","618.91","623.25","623.25","617.00","1.08K","-1.01"
"Jul 21, 2014","619.79","621.00","621.75","605.00","2.36K","0.14"
"Jul 22, 2014","612.59","620.00","624.00","605.54","1.06K","-1.16"
"Jul 23, 2014","617.21","611.96","618.60","609.98","1.74K","0.75"
"Jul 24, 2014","600.31","616.84","616.86","593.20","1.76K","-2.74"
"Jul 25, 2014","598.00","600.93","605.33","595.00","1.13K","-0.38"
"Jul 26, 2014","594.00","598.96","598.96","590.15","1.24K","-0.67"
"Jul 27, 2014","590.50","594.29","595.00","589.99","0.86K","-0.59"
"Jul 28, 2014","586.38","585.00","587.99","571.00","1.48K","-0.70"
"Jul 29, 2014","575.00","579.99","585.71","566.23","1.41K","-1.94"
"Jul 30, 2014","551.00","575.37","575.83","550.00","1.31K","-4.17"
"Jul 31, 2014","579.04","554.00","586.00","553.50","1.11K","5.09"
"Aug 01, 2014","594.92","578.00","606.10","100.00","2.06K","2.74"
"Aug 02, 2014","587.75","593.31","593.31","583.68","0.98K","-1.21"
"Aug 03, 2014","582.06","583.86","583.86","578.34","0.62K","-0.97"
"Aug 04, 2014","581.11","583.14","587.81","581.11","0.93K","-0.16"
"Aug 05, 2014","574.95","581.95","583.99","574.19","0.98K","-1.06"
"Aug 06, 2014","577.50","575.25","583.70","574.26","0.95K","0.44"
"Aug 07, 2014","582.25","577.51","583.35","577.51","1.20K","0.82"
"Aug 08, 2014","586.41","582.93","587.63","582.93","0.82K","0.71"
"Aug 09, 2014","583.30","583.03","583.91","581.29","0.70K","-0.53"
"Aug 10, 2014","580.00","581.86","586.41","580.00","0.68K","-0.57"
"Aug 11, 2014","572.50","582.71","583.15","572.50","0.96K","-1.29"
"Aug 12, 2014","566.00","570.00","570.55","563.00","0.78K","-1.14"
"Aug 13, 2014","549.00","567.57","567.69","530.52","1.89K","-3.00"
"Aug 14, 2014","510.00","549.00","549.00","503.00","1.76K","-7.10"
"Aug 15, 2014","506.23","517.25","525.00","489.99","1.62K","-0.74"
"Aug 16, 2014","527.17","502.68","527.78","489.49","1.03K","4.14"
"Aug 17, 2014","501.32","525.39","527.01","490.13","0.62K","-4.90"
"Aug 18, 2014","478.20","504.17","506.67","462.37","2.84K","-4.61"
"Aug 19, 2014","490.30","470.00","498.00","470.00","1.43K","2.53"
"Aug 20, 2014","516.98","492.07","524.99","471.74","1.15K","5.44"
"Aug 21, 2014","515.87","515.62","528.99","509.97","1.52K","-0.21"
"Aug 22, 2014","515.57","518.37","521.50","502.00","0.79K","-0.06"
"Aug 23, 2014","500.15","510.50","511.58","498.95","0.91K","-2.99"
"Aug 24, 2014","507.30","500.69","512.78","500.00","0.75K","1.43"
"Aug 25, 2014","502.50","506.31","511.00","498.20","2.81K","-0.95"
"Aug 26, 2014","508.43","507.00","514.65","505.47","0.76K","1.18"
"Aug 27, 2014","510.99","512.94","518.00","510.99","0.99K","0.50"
"Aug 28, 2014","507.75","512.04","513.33","506.60","0.80K","-0.63"
"Aug 29, 2014","507.52","506.01","510.07","503.00","0.79K","-0.05"
"Aug 30, 2014","499.00","506.86","506.86","499.00","0.39K","-1.68"
"Aug 31, 2014","483.37","503.07","503.99","482.27","1.60K","-3.13"
"Sep 01, 2014","485.83","487.35","489.49","479.09","1.02K","0.51"
"Sep 02, 2014","476.79","481.60","485.83","475.00","1.24K","-1.86"
"Sep 03, 2014","474.04","478.50","478.85","473.35","0.93K","-0.58"
"Sep 04, 2014","489.20","473.70","494.28","473.27","1.08K","3.20"
"Sep 05, 2014","477.59","487.07","488.61","477.59","0.72K","-2.37"
"Sep 06, 2014","481.32","481.39","485.00","479.59","0.98K","0.78"
"Sep 07, 2014","479.73","481.14","483.62","479.73","0.56K","-0.33"
"Sep 08, 2014","470.43","476.70","478.11","462.17","1.35K","-1.94"
"Sep 09, 2014","472.66","470.95","475.45","463.33","1.10K","0.47"
"Sep 10, 2014","477.33","474.01","487.00","473.30","0.71K","0.99"
"Sep 11, 2014","477.09","479.64","480.75","470.10","0.99K","-0.05"
"Sep 12, 2014","471.81","475.68","477.85","467.75","0.76K","-1.11"
"Sep 13, 2014","478.10","471.20","480.75","470.79","0.91K","1.33"
"Sep 14, 2014","476.49","477.16","479.10","474.30","0.77K","-0.34"
"Sep 15, 2014","469.90","476.49","478.79","469.90","1.36K","-1.38"
"Sep 16, 2014","465.13","466.80","475.11","464.35","0.59K","-1.02"
"Sep 17, 2014","456.77","465.72","469.00","450.35","1.10K","-1.80"
"Sep 18, 2014","427.18","456.70","459.97","412.02","1.61K","-6.48"
"Sep 19, 2014","395.27","426.80","428.39","389.88","0.90K","-7.47"
"Sep 20, 2014","411.59","396.48","427.27","392.55","1.01K","4.13"
"Sep 21, 2014","400.69","409.34","412.52","394.19","0.52K","-2.65"
"Sep 22, 2014","397.67","400.10","406.18","394.00","3.96K","-0.75"
"Sep 23, 2014","429.13","398.87","440.50","395.42","1.80K","7.91"
"Sep 24, 2014","420.41","426.68","430.00","408.60","4.09K","-2.03"
"Sep 25, 2014","409.09","420.59","420.60","404.00","0.99K","-2.69"
"Sep 26, 2014","402.97","411.23","414.79","397.00","1.25K","-1.50"
"Sep 27, 2014","397.25","400.42","405.00","395.12","0.73K","-1.42"
"Sep 28, 2014","374.71","398.77","399.43","369.95","0.61K","-5.67"
"Sep 29, 2014","369.60","376.75","383.00","367.26","0.85K","-1.36"
"Sep 30, 2014","387.14","374.17","392.13","371.99","10.91K","4.75"
"Oct 01, 2014","383.00","387.02","388.96","377.04","5.26K","-1.07"
"Oct 02, 2014","371.74","383.08","385.45","370.29","0.82K","-2.94"
"Oct 03, 2014","357.69","371.52","375.08","356.35","1.05K","-3.78"
"Oct 04, 2014","328.66","359.63","364.75","322.40","1.41K","-8.12"
"Oct 05, 2014","322.45","327.61","341.16","285.12","2.18K","-1.89"
"Oct 06, 2014","323.84","320.24","345.48","303.15","1.82K","0.43"
"Oct 07, 2014","330.97","330.52","334.56","315.78","9.14K","2.20"
"Oct 08, 2014","350.04","332.06","351.00","324.98","7.43K","5.76"
"Oct 09, 2014","363.45","349.09","375.69","345.99","2.32K","3.83"
"Oct 10, 2014","359.51","363.70","375.00","352.44","2.36K","-1.08"
"Oct 11, 2014","361.27","358.85","366.00","352.25","0.93K","0.49"
"Oct 12, 2014","372.03","361.93","375.00","354.29","1.52K","2.98"
"Oct 13, 2014","383.35","367.11","391.03","363.29","1.52K","3.04"
"Oct 14, 2014","397.94","387.95","405.80","385.93","0.77K","3.81"
"Oct 15, 2014","393.46","392.72","397.90","379.28","12.44K","-1.13"
"Oct 16, 2014","379.29","395.00","395.00","372.19","1.38K","-3.60"
"Oct 17, 2014","380.25","380.68","385.71","371.91","2.43K","0.25"
"Oct 18, 2014","390.00","379.11","391.75","377.04","1.13K","2.56"
"Oct 19, 2014","386.25","386.30","389.10","384.28","0.76K","-0.96"
"Oct 20, 2014","380.98","385.93","386.75","374.61","3.28K","-1.36"
"Oct 21, 2014","382.84","380.73","387.75","378.22","1.21K","0.49"
"Oct 22, 2014","379.96","382.85","385.46","379.73","0.94K","-0.75"
"Oct 23, 2014","355.98","379.73","381.00","352.99","1.29K","-6.31"
"Oct 24, 2014","356.15","356.12","359.94","349.00","4.21K","0.05"
"Oct 25, 2014","347.41","356.75","357.55","342.28","0.89K","-2.45"
"Oct 26, 2014","349.99","346.76","356.27","344.03","2.02K","0.74"
"Oct 27, 2014","350.65","351.13","355.00","346.49","2.01K","0.19"
"Oct 28, 2014","353.10","351.16","353.22","349.01","1.95K","0.70"
"Oct 29, 2014","333.20","352.22","352.28","333.20","3.40K","-5.64"
"Oct 30, 2014","343.85","334.56","350.64","333.04","0.53K","3.20"
"Oct 31, 2014","337.00","344.91","346.45","336.57","1.07K","-1.99"
"Nov 01, 2014","327.18","337.66","338.43","321.70","0.91K","-2.91"
"Nov 02, 2014","322.50","327.00","329.41","321.27","1.23K","-1.43"
"Nov 03, 2014","323.56","324.27","335.50","323.25","3.09K","0.33"
"Nov 04, 2014","326.90","323.56","330.17","321.75","0.89K","1.03"
"Nov 05, 2014","337.55","330.75","341.00","321.00","2.74K","3.26"
"Nov 06, 2014","348.50","337.77","349.68","335.50","0.97K","3.24"
"Nov 07, 2014","341.50","348.50","350.00","341.07","1.19K","-2.01"
"Nov 08, 2014","344.99","341.99","344.99","340.50","0.89K","1.02"
"Nov 09, 2014","360.00","343.69","360.00","342.52","1.03K","4.35"
"Nov 10, 2014","367.97","359.98","372.50","355.00","0.84K","2.21"
"Nov 11, 2014","367.00","366.53","367.21","361.32","0.97K","-0.26"
"Nov 12, 2014","417.87","375.00","431.11","375.00","1.26K","13.86"
"Nov 13, 2014","419.42","428.34","445.00","387.55","5.05K","0.37"
"Nov 14, 2014","399.07","410.00","414.62","385.00","1.11K","-4.85"
"Nov 15, 2014","376.51","400.48","406.29","370.97","0.71K","-5.65"
"Nov 16, 2014","388.21","380.56","391.89","380.25","0.86K","3.11"
"Nov 17, 2014","387.56","388.89","407.00","376.00","1.31K","-0.17"
"Nov 18, 2014","370.00","388.63","390.87","370.00","1.07K","-4.53"
"Nov 19, 2014","379.16","373.09","381.64","372.12","2.89K","2.48"
"Nov 20, 2014","355.88","380.46","380.61","353.39","1.77K","-6.14"
"Nov 21, 2014","349.33","353.50","356.03","346.10","1.81K","-1.84"
"Nov 22, 2014","346.35","350.91","360.25","346.09","0.80K","-0.85"
"Nov 23, 2014","360.57","347.49","360.57","346.74","0.91K","4.11"
"Nov 24, 2014","373.15","365.25","386.99","327.79","1.71K","3.49"
"Nov 25, 2014","375.82","373.54","390.00","373.08","3.84K","0.72"
"Nov 26, 2014","367.87","377.03","378.30","365.78","1.21K","-2.12"
"Nov 27, 2014","369.57","369.28","373.48","368.14","0.63K","0.46"
"Nov 28, 2014","375.57","369.87","380.28","359.52","0.89K","1.62"
"Nov 29, 2014","374.49","375.25","383.00","372.00","1.28K","-0.29"
"Nov 30, 2014","376.72","374.66","380.31","373.06","1.51K","0.60"
"Dec 01, 2014","377.60","376.68","380.00","374.89","1.57K","0.23"
"Dec 02, 2014","382.01","377.39","382.56","376.94","2.04K","1.17"
"Dec 03, 2014","375.74","381.40","383.11","374.25","1.09K","-1.64"
"Dec 04, 2014","370.26","375.78","378.88","364.81","1.16K","-1.46"
"Dec 05, 2014","378.39","368.75","380.57","367.24","0.93K","2.20"
"Dec 06, 2014","372.77","377.97","379.12","371.07","0.70K","-1.49"
"Dec 07, 2014","374.43","373.91","376.72","370.91","0.91K","0.45"
"Dec 08, 2014","363.31","375.19","375.59","361.70","1.21K","-2.97"
"Dec 09, 2014","353.85","363.23","364.36","345.52","0.86K","-2.60"
"Dec 10, 2014","346.92","354.00","356.22","343.53","3.12K","-1.96"
"Dec 11, 2014","350.04","346.63","363.31","343.62","0.87K","0.90"
"Dec 12, 2014","352.84","350.38","356.99","349.85","2.32K","0.80"
"Dec 13, 2014","350.88","352.64","352.64","348.33","0.75K","-0.56"
"Dec 14, 2014","352.67","350.64","356.75","346.99","1.16K","0.51"
"Dec 15, 2014","347.19","354.12","354.12","346.30","2.36K","-1.55"
"Dec 16, 2014","330.61","348.14","348.14","330.61","0.05K","-4.78"
"Dec 17, 2014","318.19","333.42","337.02","315.01","3.66K","-3.76"
"Dec 18, 2014","308.26","318.65","321.07","303.62","1.92K","-3.12"
"Dec 19, 2014","315.74","309.28","317.00","305.98","2.33K","2.43"
"Dec 20, 2014","329.07","315.77","329.99","314.92","1.23K","4.22"
"Dec 21, 2014","317.21","328.43","328.43","316.91","1.54K","-3.60"
"Dec 22, 2014","329.02","318.20","329.22","317.50","1.32K","3.72"
"Dec 23, 2014","332.91","329.99","335.16","326.07","2.95K","1.18"
"Dec 24, 2014","322.79","333.65","334.25","322.79","1.16K","-3.04"
"Dec 25, 2014","319.00","322.57","323.08","317.89","0.74K","-1.17"
"Dec 26, 2014","328.49","319.20","329.84","317.53","2.99K","2.97"
"Dec 27, 2014","315.91","327.12","327.12","312.74","1.10K","-3.83"
"Dec 28, 2014","317.53","317.27","318.59","312.03","0.68K","0.51"
"Dec 29, 2014","311.92","319.55","321.49","311.92","1.35K","-1.77"
"Dec 30, 2014","308.79","314.36","315.30","307.93","1.51K","-1.00"
"Dec 31, 2014","317.00","309.00","317.60","308.56","1.86K","2.66"
"Jan 01, 2015","313.85","317.51","317.51","312.88","0.93K","-0.99"
"Jan 02, 2015","315.11","313.60","316.01","313.00","1.32K","0.40"
"Jan 03, 2015","281.99","314.81","314.81","281.99","1.30K","-10.51"
"Jan 04, 2015","258.78","281.99","288.90","258.78","2.38K","-8.23"
"Jan 05, 2015","273.20","261.00","276.46","260.47","2.68K","5.57"
"Jan 06, 2015","285.39","273.24","287.83","268.52","6.86K","4.46"
"Jan 07, 2015","297.00","286.10","303.83","285.00","1.53K","4.07"
"Jan 08, 2015","285.64","296.20","296.20","285.64","1.31K","-3.82"
"Jan 09, 2015","292.83","285.38","295.57","282.99","1.26K","2.52"
"Jan 10, 2015","275.04","292.41","292.41","271.00","1.11K","-6.08"
"Jan 11, 2015","266.19","274.77","279.96","265.00","1.42K","-3.22"
"Jan 12, 2015","267.62","267.20","281.05","265.49","2.56K","0.54"
"Jan 13, 2015","229.84","267.33","267.63","222.49","13.52K","-14.12"
"Jan 14, 2015","183.16","230.28","230.48","164.95","9.67K","-20.31"
"Jan 15, 2015","217.72","181.09","234.51","176.52","3.30K","18.87"
"Jan 16, 2015","206.68","215.98","225.00","200.00","1.56K","-5.07"
"Jan 17, 2015","201.23","207.16","211.03","198.22","2.64K","-2.64"
"Jan 18, 2015","209.85","202.90","218.26","197.05","1.97K","4.29"
"Jan 19, 2015","213.21","211.23","216.22","208.84","1.19K","1.60"
"Jan 20, 2015","218.00","215.00","218.00","208.00","0","2.25"
"Jan 21, 2015","225.51","219.00","225.51","219.00","0","3.44"
"Jan 22, 2015","226.32","245.50","257.73","216.59","0.00K","0.36"
"Jan 23, 2015","235.00","230.00","235.00","215.00","0","3.84"
"Jan 24, 2015","240.00","215.00","250.58","215.00","0.00K","2.13"
"Jan 25, 2015","254.53","248.02","256.26","245.32","0.48K","6.05"
"Jan 26, 2015","274.48","262.78","322.72","241.43","5.18K","7.84"
"Jan 27, 2015","263.65","274.73","278.47","244.03","1.63K","-3.95"
"Jan 28, 2015","236.09","263.96","265.99","228.50","5.34K","-10.45"
"Jan 29, 2015","235.03","235.89","242.00","221.14","6.64K","-0.45"
"Jan 30, 2015","229.07","235.00","244.59","227.89","5.77K","-2.54"
"Jan 31, 2015","218.45","229.00","234.67","217.11","5.60K","-4.64"
"Feb 01, 2015","228.99","218.67","233.79","210.00","7.23K","4.82"
"Feb 02, 2015","237.83","228.39","240.10","220.89","7.45K","3.86"
"Feb 03, 2015","228.58","237.01","243.90","225.32","8.32K","-3.89"
"Feb 04, 2015","227.11","228.77","230.99","221.50","9.15K","-0.64"
"Feb 05, 2015","216.76","227.11","228.90","215.00","7.41K","-4.56"
"Feb 06, 2015","223.20","216.84","226.64","216.03","5.69K","2.97"
"Feb 07, 2015","229.00","223.20","230.50","222.67","4.10K","2.60"
"Feb 08, 2015","223.99","229.16","231.60","220.00","4.30K","-2.19"
"Feb 09, 2015","221.10","224.01","225.00","216.45","6.55K","-1.29"
"Feb 10, 2015","220.87","221.13","222.00","215.00","5.40K","-0.10"
"Feb 11, 2015","219.79","221.39","223.29","218.14","19.23K","-0.49"
"Feb 12, 2015","222.37","219.96","223.17","217.80","20.02K","1.17"
"Feb 13, 2015","236.06","222.55","242.48","221.46","68.09K","6.16"
"Feb 14, 2015","257.20","236.13","261.20","235.51","80.10K","8.96"
"Feb 15, 2015","235.88","257.01","268.34","228.22","103.42K","-8.29"
"Feb 16, 2015","233.60","235.88","243.29","229.00","47.11K","-0.97"
"Feb 17, 2015","244.00","233.50","246.25","231.51","41.39K","4.45"
"Feb 18, 2015","236.30","244.00","244.98","231.72","39.24K","-3.16"
"Feb 19, 2015","240.20","236.30","243.42","235.02","23.47K","1.65"
"Feb 20, 2015","244.50","240.00","248.32","238.95","31.65K","1.79"
"Feb 21, 2015","245.55","244.50","247.68","243.28","16.44K","0.43"
"Feb 22, 2015","236.50","245.54","247.78","232.40","33.48K","-3.69"
"Feb 23, 2015","239.40","236.50","240.99","232.61","23.92K","1.23"
"Feb 24, 2015","239.73","239.40","240.99","236.70","16.66K","0.14"
"Feb 25, 2015","237.99","239.73","240.83","235.56","13.56K","-0.73"
"Feb 26, 2015","236.93","237.99","238.33","233.79","18.69K","-0.45"
"Feb 27, 2015","254.96","236.93","262.58","236.65","69.50K","7.61"
"Feb 28, 2015","255.70","255.05","257.38","251.25","17.59K","0.29"
"Mar 01, 2015","262.40","255.70","266.00","245.79","46.96K","2.62"
"Mar 02, 2015","277.30","262.40","279.60","259.22","66.41K","5.68"
"Mar 03, 2015","283.75","277.30","290.32","267.95","82.29K","2.33"
"Mar 04, 2015","273.33","283.75","285.99","267.38","71.03K","-3.67"
"Mar 05, 2015","277.69","273.33","284.50","262.90","66.63K","1.60"
"Mar 06, 2015","273.20","277.69","277.90","269.68","40.56K","-1.62"
"Mar 07, 2015","276.97","273.36","280.00","270.58","22.14K","1.38"
"Mar 08, 2015","275.59","276.97","278.68","272.00","14.62K","-0.50"
"Mar 09, 2015","291.03","275.59","295.00","278.98","62.86K","5.60"
"Mar 10, 2015","292.70","291.00","303.80","290.00","67.18K","0.57"
"Mar 11, 2015","296.70","292.64","298.74","291.06","26.09K","1.37"
"Mar 12, 2015","295.56","296.70","298.80","292.37","27.18K","-0.38"
"Mar 13, 2015","283.28","295.55","295.90","282.15","43.54K","-4.15"
"Mar 14, 2015","282.60","283.23","287.50","281.36","26.05K","-0.24"
"Mar 15, 2015","286.90","282.60","287.78","283.40","13.62K","1.52"
"Mar 16, 2015","291.22","286.90","295.13","289.32","22.32K","1.51"
"Mar 17, 2015","285.25","291.22","292.83","283.00","22.13K","-2.05"
"Mar 18, 2015","257.30","285.12","285.24","248.98","89.46K","-9.80"
"Mar 19, 2015","261.86","257.30","267.89","248.07","78.90K","1.77"
"Mar 20, 2015","262.19","261.98","266.99","259.36","16.27K","0.13"
"Mar 21, 2015","260.47","262.19","262.99","255.52","15.11K","-0.66"
"Mar 22, 2015","268.82","260.47","270.80","259.82","18.25K","3.21"
"Mar 23, 2015","267.23","268.82","271.47","262.00","23.56K","-0.59"
"Mar 24, 2015","246.00","267.23","268.39","241.50","62.94K","-7.94"
"Mar 25, 2015","245.92","246.00","250.00","235.70","54.42K","-0.03"
"Mar 26, 2015","249.19","246.29","254.98","246.28","33.27K","1.33"
"Mar 27, 2015","246.50","249.19","250.45","245.27","22.46K","-1.08"
"Mar 28, 2015","252.95","246.50","255.42","246.50","17.80K","2.62"
"Mar 29, 2015","242.44","252.95","250.00","239.52","31.54K","-4.15"
"Mar 30, 2015","247.93","242.74","248.71","246.95","30.64K","2.26"
"Mar 31, 2015","244.33","247.93","248.80","242.00","22.44K","-1.45"
"Apr 01, 2015","246.93","244.51","248.53","239.50","23.54K","1.06"
"Apr 02, 2015","253.23","246.93","254.92","244.55","26.22K","2.55"
"Apr 03, 2015","254.23","253.23","256.42","250.70","28.36K","0.39"
"Apr 04, 2015","253.60","254.24","255.69","250.39","9.42K","-0.25"
"Apr 05, 2015","260.50","253.60","261.25","251.55","23.93K","2.72"
"Apr 06, 2015","255.61","260.50","262.43","253.72","20.82K","-1.88"
"Apr 07, 2015","253.71","255.61","257.90","253.03","10.53K","-0.74"
"Apr 08, 2015","244.92","253.70","254.99","243.05","39.68K","-3.46"
"Apr 09, 2015","243.58","244.92","246.79","236.52","22.75K","-0.55"
"Apr 10, 2015","236.12","243.58","243.74","230.76","37.33K","-3.06"
"Apr 11, 2015","236.86","236.12","240.00","233.76","17.64K","0.31"
"Apr 12, 2015","236.38","236.86","238.70","232.82","10.17K","-0.20"
"Apr 13, 2015","225.00","236.38","237.70","220.25","47.16K","-4.81"
"Apr 14, 2015","220.19","225.00","225.75","216.37","40.75K","-2.14"
"Apr 15, 2015","223.98","220.16","224.00","219.01","23.60K","1.72"
"Apr 16, 2015","228.47","223.98","230.00","223.01","29.32K","2.00"
"Apr 17, 2015","222.40","228.47","228.98","219.61","27.14K","-2.66"
"Apr 18, 2015","223.08","222.40","224.16","219.94","11.90K","0.31"
"Apr 19, 2015","222.21","223.08","226.83","222.10","17.64K","-0.39"
"Apr 20, 2015","224.21","222.16","227.00","221.50","19.97K","0.90"
